行 ID,订单 ID,订单日期,发货日期,邮寄方式,客户 ID,客户名称,细分,城市,省/自治区,国家,地区,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润
9033,CN-2016-2381293,2016-11-14,2016-11-17,一级,邵娜-18565,邵娜,小型企业,都匀,贵州,中国,西南,办公用-装订-10003846,办公用品,装订机,"Cardinal 装订机, 耐用",286.15999999999997,4,0.0,71.12
9034,CN-2018-5907567,2018-05-26,2018-05-29,一级,田武-21895,田武,公司,宜城,湖北,中国,中南,技术-电话-10002323,技术,电话,"诺基亚 充电器, 整包",3562.44,2,0.4,-415.80000000000064
9035,CN-2015-4360038,2015-11-29,2015-12-01,一级,林谦-19285,林谦,消费者,宜春,黑龙江,中国,东北,家具-用具-10004872,家具,用具,"Advantus 框架, 一包多件",1037.68,2,0.0,456.40000000000003
9036,US-2016-2353754,2016-06-23,2016-06-27,标准级,吕兰-15700,吕兰,消费者,北京,北京,中国,华北,办公用-标签-10000869,办公用品,标签,"Novimex 有色标签, 耐用",179.33999999999997,3,0.0,89.46000000000001
9037,US-2016-2353754,2016-06-23,2016-06-27,标准级,吕兰-15700,吕兰,消费者,北京,北京,中国,华北,办公用-纸张-10001957,办公用品,纸张,"Enermax 令, 回收",132.44,1,0.0,11.9
9038,US-2018-2352370,2018-01-12,2018-01-14,二级,杨立-16600,杨立勤,公司,济南,山东,中国,华东,办公用-纸张-10002058,办公用品,纸张,"Green Bar 计划信息表, 回收",774.1999999999999,7,0.0,332.22
9039,US-2018-2352370,2018-01-12,2018-01-14,二级,杨立-16600,杨立勤,公司,济南,山东,中国,华东,办公用-纸张-10001036,办公用品,纸张,"Eaton 备忘录便条, 回收",191.1,3,0.0,30.240000000000002
9040,CN-2016-4347413,2016-10-01,2016-10-03,一级,邢柏-18970,邢柏,小型企业,烟台,山东,中国,华东,办公用-收纳-10003289,办公用品,收纳具,"Tenex 搁板, 单宽度",1276.1,5,0.0,318.5
9041,CN-2017-5173564,2017-03-25,2017-03-30,标准级,熊丽-15805,熊丽,公司,敦化,吉林,中国,东北,办公用-收纳-10003617,办公用品,收纳具,"Tenex 文件车, 单宽度",1878.2399999999998,3,0.0,319.2
9042,CN-2017-5173564,2017-03-25,2017-03-30,标准级,熊丽-15805,熊丽,公司,敦化,吉林,中国,东北,办公用-美术-10000263,办公用品,美术,"Boston 荧光笔, 整包",71.456,1,0.2,-17.024
9043,CN-2017-5173564,2017-03-25,2017-03-30,标准级,熊丽-15805,熊丽,公司,敦化,吉林,中国,东北,家具-椅子-10003377,家具,椅子,"SAFCO 折叠椅, 黑色",777.28,2,0.0,46.48
9044,CN-2017-5173564,2017-03-25,2017-03-30,标准级,熊丽-15805,熊丽,公司,敦化,吉林,中国,东北,家具-椅子-10000519,家具,椅子,"SAFCO 扶手椅, 黑色",12851.999999999996,6,0.0,3470.04
9045,CN-2017-5173564,2017-03-25,2017-03-30,标准级,熊丽-15805,熊丽,公司,敦化,吉林,中国,东北,家具-桌子-10003647,家具,桌子,"Chromcraft 培训桌, 长方形",1970.22,2,0.25,-578.06
9046,CN-2016-5784606,2016-01-05,2016-01-09,标准级,邵伟-21565,邵伟,公司,万县,重庆,中国,西南,办公用-装订-10001898,办公用品,装订机,"Wilson Jones 孔加固材料, 透明",55.86,3,0.0,22.259999999999998
9047,CN-2016-5784606,2016-01-05,2016-01-09,标准级,邵伟-21565,邵伟,公司,万县,重庆,中国,西南,办公用-用品-10003209,办公用品,用品,"Acme 大剪刀, 工业",481.03999999999996,2,0.0,67.2
9048,CN-2016-5784606,2016-01-05,2016-01-09,标准级,邵伟-21565,邵伟,公司,万县,重庆,中国,西南,家具-椅子-10003151,家具,椅子,"Novimex 凳子, 每套两件",1555.96,2,0.0,186.48000000000002
9049,CN-2016-2396895,2016-05-02,2016-05-07,标准级,洪毅-12490,洪毅,公司,平度,山东,中国,华东,办公用-装订-10004816,办公用品,装订机,"Wilson Jones 标签, 回收",63.56,2,0.0,29.12
9050,CN-2016-2396895,2016-05-02,2016-05-07,标准级,洪毅-12490,洪毅,公司,平度,山东,中国,华东,技术-配件-10001341,技术,配件,"Memorex 记忆卡, 回收",2802.2399999999993,6,0.0,1092.84
9051,CN-2015-2136895,2015-08-30,2015-09-04,标准级,韩凤-12820,韩凤,小型企业,敦化,吉林,中国,东北,技术-配件-10004228,技术,配件,"Enermax 键盘, 回收",2275.56,6,0.0,750.12
9052,CN-2018-2187292,2018-10-15,2018-10-20,标准级,贺平-19105,贺平,消费者,太原,山西,中国,华北,家具-书架-10003672,家具,书架,"Safco 书库, 传统",12733.14,7,0.0,2546.04
9053,CN-2016-5693708,2016-10-23,2016-10-25,二级,范宁-18685,范宁,小型企业,天长,河北,中国,华北,办公用-器具-10001757,办公用品,器具,"KitchenAid 炉灶, 黑色",15948.24,6,0.0,6219.360000000001
9054,CN-2015-3171627,2015-05-02,2015-05-07,标准级,黄岱-11860,黄岱,消费者,重庆,重庆,中国,西南,技术-设备-10000429,技术,设备,"柯尼卡 电话, 白色",789.6,2,0.0,371.0
9055,CN-2015-3171627,2015-05-02,2015-05-07,标准级,黄岱-11860,黄岱,消费者,重庆,重庆,中国,西南,办公用-美术-10000848,办公用品,美术,"Boston 记号笔, 整包",124.32000000000001,1,0.0,44.66
9057,CN-2015-4475873,2015-12-14,2015-12-15,一级,徐虎-14020,徐虎,消费者,哈尔滨,黑龙江,中国,东北,办公用-信封-10002929,办公用品,信封,"Jiffy 邮寄品, 每套 50 个",1561.14,9,0.0,452.34
9058,CN-2018-2919347,2018-06-03,2018-06-05,二级,郭刚-13150,郭刚,公司,焦作,河南,中国,中南,家具-用具-10003909,家具,用具,"Eldon 分层置放架, 一包多件",294.56,2,0.0,38.080000000000005
9059,CN-2016-2693856,2016-09-25,2016-09-27,一级,谭立-16855,谭立,公司,辽阳,辽宁,中国,东北,办公用-系固-10003116,办公用品,系固件,"OIC 订书钉, 每包 12 个",30.156,1,0.4,-1.6239999999999988
9060,CN-2016-2693856,2016-09-25,2016-09-27,一级,谭立-16855,谭立,公司,辽阳,辽宁,中国,东北,办公用-装订-10004167,办公用品,装订机,"Ibico 孔加固材料, 实惠",58.71600000000001,3,0.4,-38.304
9061,CN-2016-2693856,2016-09-25,2016-09-27,一级,谭立-16855,谭立,公司,辽阳,辽宁,中国,东北,技术-复印-10000386,技术,复印机,"惠普 无线传真机, 红色",3010.644,3,0.4,-351.45600000000013
9062,CN-2016-2693856,2016-09-25,2016-09-27,一级,谭立-16855,谭立,公司,辽阳,辽宁,中国,东北,家具-椅子-10001676,家具,椅子,"Hon 沙滩椅, 可调",533.568,4,0.4,-196.112
9063,CN-2016-2693856,2016-09-25,2016-09-27,一级,谭立-16855,谭立,公司,辽阳,辽宁,中国,东北,办公用-器具-10002516,办公用品,器具,"KitchenAid 搅拌机, 银色",836.6399999999999,3,0.4,-362.88
9064,CN-2016-2693856,2016-09-25,2016-09-27,一级,谭立-16855,谭立,公司,辽阳,辽宁,中国,东北,办公用-用品-10003746,办公用品,用品,"Kleencut 开信刀, 工业",80.304,1,0.4,-6.776000000000003
9065,CN-2016-2693856,2016-09-25,2016-09-27,一级,谭立-16855,谭立,公司,辽阳,辽宁,中国,东北,办公用-装订-10002471,办公用品,装订机,"Acco 订书机, 实惠",143.052,1,0.4,-21.588000000000008
9066,CN-2016-2693856,2016-09-25,2016-09-27,一级,谭立-16855,谭立,公司,辽阳,辽宁,中国,东北,办公用-美术-10004608,办公用品,美术,"Sanford 记号笔, 混合尺寸",49.33599999999998,2,0.8,-106.34399999999997
9067,CN-2016-2693856,2016-09-25,2016-09-27,一级,谭立-16855,谭立,公司,辽阳,辽宁,中国,东北,办公用-标签-10003597,办公用品,标签,"Smead 文件夹标签, 可调",221.48,7,0.0,103.88
9068,US-2018-3455141,2018-10-08,2018-10-12,标准级,邱荷-13690,邱荷,消费者,石家庄,河北,中国,华北,办公用-美术-10002271,办公用品,美术,"Binney & Smith 荧光笔, 金属",333.19999999999993,4,0.0,6.16
9069,CN-2017-4494383,2017-08-12,2017-08-12,当日,彭绅-19975,彭绅,公司,南京,江苏,中国,华东,家具-桌子-10001237,家具,桌子,"Bevis 培训桌, 长方形",1862.28,3,0.6,-2048.7599999999998
9070,CN-2016-4870971,2016-10-31,2016-11-02,一级,余毅-12535,余毅,公司,成都,四川,中国,西南,办公用-系固-10002927,办公用品,系固件,"Advantus 橡皮筋, 每包 12 个",134.56799999999998,3,0.4,1.8480000000000132
9071,US-2018-5260002,2018-03-20,2018-03-21,一级,庄菊-14995,庄菊,消费者,仪征,江苏,中国,华东,办公用-信封-10001899,办公用品,信封,"Cameo 马尼拉纸信封, 银色",137.20000000000002,1,0.0,2.66
9072,US-2018-5260002,2018-03-20,2018-03-21,一级,庄菊-14995,庄菊,消费者,仪征,江苏,中国,华东,家具-用具-10000140,家具,用具,"Advantus 相框, 黑色",741.72,5,0.4,-87.08000000000004
9073,US-2018-3382200,2018-06-19,2018-06-21,二级,廖立-16795,廖立,小型企业,漳州,福建,中国,华东,办公用-装订-10000648,办公用品,装订机,"Cardinal 装订机盖, 实惠",224.0,4,0.0,98.56
9074,US-2018-3382200,2018-06-19,2018-06-21,二级,廖立-16795,廖立,小型企业,漳州,福建,中国,华东,家具-用具-10001120,家具,用具,"Deflect-O 分层置放架, 耐用",833.28,8,0.0,82.88
9075,CN-2017-2353754,2017-05-02,2017-05-05,一级,郝柏-18940,郝柏,消费者,依兰,黑龙江,中国,东北,办公用-器具-10002567,办公用品,器具,"Hoover 烤面包机, 黑色",1550.64,4,0.0,744.24
9076,CN-2017-2353754,2017-05-02,2017-05-05,一级,郝柏-18940,郝柏,消费者,依兰,黑龙江,中国,东北,办公用-系固-10000833,办公用品,系固件,"Accos 橡皮筋, 每包 12 个",451.08000000000004,6,0.0,71.4
9077,CN-2017-2353754,2017-05-02,2017-05-05,一级,郝柏-18940,郝柏,消费者,依兰,黑龙江,中国,东北,家具-书架-10002226,家具,书架,"Dania 书架, 白色",579.18,1,0.0,110.04
9078,CN-2018-1753680,2018-06-18,2018-06-22,标准级,苏江-14620,苏江丽,公司,廉州镇,广西,中国,中南,办公用-用品-10003696,办公用品,用品,"Elite 尺子, 蓝色",128.79999999999998,2,0.0,24.36
9079,CN-2018-1753680,2018-06-18,2018-06-22,标准级,苏江-14620,苏江丽,公司,廉州镇,广西,中国,中南,办公用-美术-10004988,办公用品,美术,"Stanley 铅笔刀, 混合尺寸",104.38400000000001,1,0.2,-11.816000000000003
9080,CN-2017-4225447,2017-04-09,2017-04-09,当日,陈荷-13675,陈荷,小型企业,哈尔滨,黑龙江,中国,东北,办公用-用品-10003717,办公用品,用品,"Elite 开信刀, 蓝色",254.79999999999998,2,0.0,2.52
9081,CN-2017-4188418,2017-06-10,2017-06-15,二级,陶德-12220,陶德伟,消费者,塘坪,广东,中国,中南,技术-电话-10002699,技术,电话,"三星 音频基座, 全尺寸",3922.7999999999997,5,0.0,744.8000000000001
9082,CN-2017-4188418,2017-06-10,2017-06-15,二级,陶德-12220,陶德伟,消费者,塘坪,广东,中国,中南,办公用-系固-10002483,办公用品,系固件,"Stockwell 回形针, 混合尺寸",52.92,1,0.0,21.560000000000002
9083,CN-2018-4439307,2018-02-27,2018-02-28,一级,佘平-19165,佘平,消费者,雄州,广东,中国,中南,办公用-用品-10003039,办公用品,用品,"Acme 开信刀, 锯齿状",376.74,3,0.0,161.7
9084,CN-2018-4439307,2018-02-27,2018-02-28,一级,佘平-19165,佘平,消费者,雄州,广东,中国,中南,技术-电话-10001493,技术,电话,"三星 充电器, 整包",8907.36,3,0.0,2404.92
9085,CN-2018-4439307,2018-02-27,2018-02-28,一级,佘平-19165,佘平,消费者,雄州,广东,中国,中南,技术-复印-10000216,技术,复印机,"Brother 传真复印机, 彩色",6302.38,7,0.0,2394.14
9086,CN-2018-3850588,2018-08-31,2018-09-05,标准级,柳明-18310,柳明,小型企业,沈阳,辽宁,中国,东北,办公用-收纳-10002508,办公用品,收纳具,"Fellowes 锁柜, 单宽度",3870.7199999999993,4,0.0,1509.2
9087,CN-2018-3850588,2018-08-31,2018-09-05,标准级,柳明-18310,柳明,小型企业,沈阳,辽宁,中国,东北,家具-椅子-10002321,家具,椅子,"Novimex 椅垫, 可调",494.1719999999999,3,0.4,57.372000000000014
9088,CN-2018-3850588,2018-08-31,2018-09-05,标准级,柳明-18310,柳明,小型企业,沈阳,辽宁,中国,东北,家具-用具-10003114,家具,用具,"Advantus 闹钟, 一包多件",720.3,5,0.4,-60.2000000000001
9089,CN-2017-4326007,2017-10-23,2017-10-27,标准级,楚伟-21445,楚伟,公司,晋江,福建,中国,华东,办公用-信封-10001614,办公用品,信封,"Cameo 搭扣信封, 红色",243.59999999999997,4,0.0,119.28
9090,CN-2018-5613673,2018-01-10,2018-01-15,标准级,徐黎-16330,徐黎明,公司,新乡,河南,中国,中南,技术-配件-10002920,技术,配件,"贝尔金 键区, 可编程",2488.5,9,0.0,796.32
9091,CN-2017-3436186,2017-03-04,2017-03-07,一级,徐荷-13765,徐荷,公司,和龙,吉林,中国,东北,办公用-信封-10004523,办公用品,信封,"Cameo 马尼拉纸信封, 回收",120.39999999999999,1,0.0,21.560000000000002
9092,CN-2017-3436186,2017-03-04,2017-03-07,一级,徐荷-13765,徐荷,公司,和龙,吉林,中国,东北,技术-复印-10000725,技术,复印机,"夏普 复印机, 每套两件",2234.4,2,0.0,22.12
9093,CN-2017-3436186,2017-03-04,2017-03-07,一级,徐荷-13765,徐荷,公司,和龙,吉林,中国,东北,办公用-用品-10002325,办公用品,用品,"Stiletto 尺子, 工业",154.0,2,0.0,32.199999999999996
9094,CN-2018-1243146,2018-10-29,2018-11-02,标准级,陈昌-11035,陈昌,消费者,株洲,湖南,中国,中南,办公用-装订-10002960,办公用品,装订机,"Acco 孔加固材料, 耐用",266.56000000000006,7,0.0,7.840000000000001
9095,CN-2018-4282122,2018-09-30,2018-10-06,标准级,任梅-18115,任梅,小型企业,睢城,江苏,中国,华东,家具-书架-10003011,家具,书架,"Sauder 书架, 黑色",2074.38,5,0.4,172.4799999999998
9096,CN-2018-4282122,2018-09-30,2018-10-06,标准级,任梅-18115,任梅,小型企业,睢城,江苏,中国,华东,办公用-收纳-10004690,办公用品,收纳具,"Fellowes 盘, 工业",270.06,1,0.0,118.72
9097,CN-2018-4282122,2018-09-30,2018-10-06,标准级,任梅-18115,任梅,小型企业,睢城,江苏,中国,华东,办公用-美术-10003689,办公用品,美术,"BIC 荧光笔, 蓝色",70.67199999999997,4,0.8,-216.048
9098,CN-2018-4282122,2018-09-30,2018-10-06,标准级,任梅-18115,任梅,小型企业,睢城,江苏,中国,华东,办公用-系固-10004057,办公用品,系固件,"OIC 夹子, 每包 12 个",161.28000000000003,3,0.4,-2.940000000000012
9099,CN-2018-4282122,2018-09-30,2018-10-06,标准级,任梅-18115,任梅,小型企业,睢城,江苏,中国,华东,家具-用具-10003358,家具,用具,"Advantus 灯泡, 一包多件",56.364,1,0.4,-18.816
9100,US-2017-3577786,2017-02-27,2017-03-03,标准级,马晨-11185,马晨,公司,肃州,甘肃,中国,西北,家具-椅子-10002476,家具,椅子,"Office Star 折叠椅, 红色",513.576,2,0.4,-179.984
9101,US-2018-5339863,2018-01-23,2018-01-27,标准级,孙诚-11320,孙诚,消费者,胶州,山东,中国,华东,办公用-系固-10001082,办公用品,系固件,"Accos 图钉, 整包",63.839999999999996,1,0.0,5.04
9102,US-2018-5339863,2018-01-23,2018-01-27,标准级,孙诚-11320,孙诚,消费者,胶州,山东,中国,华东,办公用-信封-10004437,办公用品,信封,"Jiffy 局间信封, 回收",633.36,3,0.0,12.600000000000001
9103,US-2018-5339863,2018-01-23,2018-01-27,标准级,孙诚-11320,孙诚,消费者,胶州,山东,中国,华东,办公用-纸张-10003534,办公用品,纸张,"Green Bar 笔记本, 每包 12 个",475.02,3,0.0,52.08
9104,CN-2018-3103245,2018-10-27,2018-10-31,标准级,余凤-13060,余凤,消费者,南平,福建,中国,华东,家具-书架-10000196,家具,书架,"Sauder 柜, 白色",2368.8,3,0.0,994.56
9105,US-2016-5235171,2016-01-25,2016-01-30,标准级,楚娟-15115,楚娟,消费者,武汉,湖北,中国,中南,办公用-标签-10004164,办公用品,标签,"Hon 文件夹标签, 可调",213.64,7,0.0,31.360000000000003
9106,CN-2015-5404138,2015-05-03,2015-05-05,二级,葛欢-14215,葛欢,公司,万县,重庆,中国,西南,技术-复印-10001300,技术,复印机,"惠普 传真机, 每套两件",3359.3280000000004,3,0.2,83.74799999999982
9107,CN-2015-5404138,2015-05-03,2015-05-05,二级,葛欢-14215,葛欢,公司,万县,重庆,中国,西南,办公用-器具-10001974,办公用品,器具,"Cuisinart 咖啡研磨机, 黑色",710.0799999999999,4,0.0,70.56
9108,CN-2015-5404138,2015-05-03,2015-05-05,二级,葛欢-14215,葛欢,公司,万县,重庆,中国,西南,办公用-信封-10002389,办公用品,信封,"Kraft 外皮和封条, 每套 50 个",191.24,2,0.0,0.0
9109,US-2017-1777670,2017-05-13,2017-05-13,当日,冯娜-18460,冯娜,公司,南宁,广西,中国,中南,办公用-纸张-10000328,办公用品,纸张,"Green Bar 备忘录便条, 每包 12 个",492.1,5,0.0,19.6
9110,CN-2018-4662338,2018-05-06,2018-05-11,标准级,田良-17185,田良,消费者,瓦房店,辽宁,中国,东北,家具-用具-10002855,家具,用具,"Deflect-O 分层置放架, 黑色",141.624,2,0.4,-4.815999999999988
9111,CN-2018-4662338,2018-05-06,2018-05-11,标准级,田良-17185,田良,消费者,瓦房店,辽宁,中国,东北,办公用-纸张-10000328,办公用品,纸张,"SanDisk 计划信息表, 每包 12 个",391.44000000000005,3,0.0,19.32
9112,CN-2018-4662338,2018-05-06,2018-05-11,标准级,田良-17185,田良,消费者,瓦房店,辽宁,中国,东北,办公用-纸张-10000069,办公用品,纸张,"Eaton 备忘录便条, 多色",141.4,2,0.0,36.68
9113,CN-2016-1599696,2016-05-30,2016-05-30,当日,夏彩-10645,夏彩,消费者,湖州,浙江,中国,华东,家具-用具-10004104,家具,用具,"Tenex 相框, 黑色",290.30400000000003,2,0.4,-87.13600000000004
9114,CN-2016-1599696,2016-05-30,2016-05-30,当日,夏彩-10645,夏彩,消费者,湖州,浙江,中国,华东,办公用-装订-10000225,办公用品,装订机,"Cardinal 装订机盖, 透明",96.26399999999998,3,0.4,-9.995999999999995
9115,CN-2016-1599696,2016-05-30,2016-05-30,当日,夏彩-10645,夏彩,消费者,湖州,浙江,中国,华东,办公用-用品-10002649,办公用品,用品,"Kleencut 修剪器, 钢",228.648,2,0.4,-57.231999999999985
9116,CN-2016-1599696,2016-05-30,2016-05-30,当日,夏彩-10645,夏彩,消费者,湖州,浙江,中国,华东,家具-书架-10004848,家具,书架,"Sauder 搁架, 黑色",1097.208,2,0.4,72.96799999999996
9117,CN-2018-3360134,2018-12-01,2018-12-06,标准级,程聪-11620,程聪,消费者,抚顺,辽宁,中国,东北,办公用-装订-10002432,办公用品,装订机,"Avery 打孔机, 耐用",328.944,4,0.4,-208.656
9118,CN-2018-3360134,2018-12-01,2018-12-06,标准级,程聪-11620,程聪,消费者,抚顺,辽宁,中国,东北,家具-书架-10003254,家具,书架,"宜家 墙角架, 金属",686.112,2,0.4,-0.1680000000000632
9119,CN-2018-3360134,2018-12-01,2018-12-06,标准级,程聪-11620,程聪,消费者,抚顺,辽宁,中国,东北,家具-用具-10003687,家具,用具,"Tenex 门挡, 耐用",458.30400000000003,4,0.4,-92.17599999999999
9120,CN-2016-5874531,2016-06-11,2016-06-15,标准级,麦平-19150,麦平,消费者,长沙,湖南,中国,中南,办公用-用品-10000800,办公用品,用品,"Elite 修剪器, 工业",1818.1799999999998,9,0.0,144.89999999999998
9121,CN-2016-5874531,2016-06-11,2016-06-15,标准级,麦平-19150,麦平,消费者,长沙,湖南,中国,中南,办公用-标签-10003944,办公用品,标签,"Harbour Creations 圆形标签, 白色",189.0,6,0.0,20.16
9122,CN-2016-5779998,2016-02-22,2016-02-28,标准级,吕关-15640,吕关茵,小型企业,宜春,黑龙江,中国,东北,技术-电话-10002069,技术,电话,"苹果 音频基座, 混合尺寸",2376.3600000000006,3,0.0,380.1
9123,CN-2016-5779998,2016-02-22,2016-02-28,标准级,吕关-15640,吕关茵,小型企业,宜春,黑龙江,中国,东北,办公用-收纳-10001253,办公用品,收纳具,"Eldon 锁柜, 金属",2757.7200000000003,3,0.0,220.5
9124,CN-2016-5779998,2016-02-22,2016-02-28,标准级,吕关-15640,吕关茵,小型企业,宜春,黑龙江,中国,东北,办公用-信封-10003026,办公用品,信封,"Cameo 搭扣信封, 银色",166.74,3,0.0,61.31999999999999
9125,CN-2015-3832812,2015-08-13,2015-08-17,标准级,麦平-19150,麦平,消费者,宿州,安徽,中国,华东,家具-椅子-10001258,家具,椅子,"Harbour Creations 扶手椅, 可调",11108.999999999998,5,0.0,4998.7
9126,CN-2016-4339927,2016-06-06,2016-06-09,一级,洪康-15370,洪康,消费者,广州,广东,中国,中南,办公用-系固-10003118,办公用品,系固件,"Stockwell 夹子, 混合尺寸",311.36,4,0.0,92.96
9127,CN-2016-4339927,2016-06-06,2016-06-09,一级,洪康-15370,洪康,消费者,广州,广东,中国,中南,办公用-器具-10000224,办公用品,器具,"Breville 咖啡研磨机, 银色",292.18,1,0.0,26.18
9128,CN-2015-1743738,2015-08-11,2015-08-17,标准级,郝升-20095,郝升,消费者,昭通,云南,中国,西南,技术-配件-10000459,技术,配件,"Memorex 路由器, 实惠",5744.9,5,0.0,2067.8
9129,CN-2015-1743738,2015-08-11,2015-08-17,标准级,郝升-20095,郝升,消费者,昭通,云南,中国,西南,办公用-纸张-10001321,办公用品,纸张,"Eaton 笔记本, 每包 12 个",430.08000000000004,3,0.0,4.2
9130,CN-2015-1743738,2015-08-11,2015-08-17,标准级,郝升-20095,郝升,消费者,昭通,云南,中国,西南,办公用-美术-10004287,办公用品,美术,"BIC 记号笔, 蓝色",863.38,7,0.0,129.36
9131,CN-2015-1743738,2015-08-11,2015-08-17,标准级,郝升-20095,郝升,消费者,昭通,云南,中国,西南,技术-配件-10001523,技术,配件,"Enermax 路由器, 回收",2390.6400000000003,2,0.0,454.15999999999997
9132,CN-2018-5088485,2018-11-23,2018-11-28,标准级,杨栋-12340,杨栋,公司,北京,北京,中国,华北,技术-配件-10001200,技术,配件,"Memorex 键盘, 实惠",3662.1200000000003,11,0.0,1683.2199999999998
9133,CN-2018-5088485,2018-11-23,2018-11-28,标准级,杨栋-12340,杨栋,公司,北京,北京,中国,华北,办公用-装订-10000366,办公用品,装订机,"Avery 孔加固材料, 回收",178.08,8,0.0,25.76
9134,CN-2017-5910958,2017-06-24,2017-06-26,一级,苏姝-20485,苏姝,小型企业,威宁,贵州,中国,西南,办公用-用品-10002396,办公用品,用品,"Stiletto 美工刀, 钢",165.06,1,0.0,56.0
9135,CN-2017-5910958,2017-06-24,2017-06-26,一级,苏姝-20485,苏姝,小型企业,威宁,贵州,中国,西南,办公用-收纳-10000923,办公用品,收纳具,"Tenex 文件车, 工业",3769.0800000000004,6,0.0,1394.4
9136,CN-2017-1086295,2017-07-18,2017-07-23,二级,贺宁-18700,贺宁,消费者,长沙,湖南,中国,中南,技术-配件-10004442,技术,配件,"贝尔金 路由器, 耐用",2416.96,2,0.0,1015.0
9137,CN-2017-1086295,2017-07-18,2017-07-23,二级,贺宁-18700,贺宁,消费者,长沙,湖南,中国,中南,技术-复印-10001533,技术,复印机,"惠普 个人复印机, 数字化",1156.68,2,0.0,439.32
9138,US-2017-3122687,2017-03-21,2017-03-24,一级,夏惠-14320,夏惠英,消费者,兰州,甘肃,中国,西北,办公用-用品-10004318,办公用品,用品,"Elite 剪刀, 蓝色",63.083999999999996,1,0.4,-0.05600000000000449
9139,US-2017-3122687,2017-03-21,2017-03-24,一级,夏惠-14320,夏惠英,消费者,兰州,甘肃,中国,西北,家具-用具-10003358,家具,用具,"Advantus 灯泡, 一包多件",112.728,2,0.4,-37.632
9140,US-2017-3122687,2017-03-21,2017-03-24,一级,夏惠-14320,夏惠英,消费者,兰州,甘肃,中国,西北,办公用-系固-10000591,办公用品,系固件,"Stockwell 图钉, 整包",113.652,3,0.4,-40.068
9141,US-2017-3122687,2017-03-21,2017-03-24,一级,夏惠-14320,夏惠英,消费者,兰州,甘肃,中国,西北,办公用-装订-10003947,办公用品,装订机,"Cardinal 孔加固材料, 耐用",57.456,3,0.4,-36.624
9142,US-2016-4800042,2016-04-04,2016-04-05,一级,龙娜-18535,龙娜,公司,盐城,江苏,中国,华东,办公用-用品-10001494,办公用品,用品,"Kleencut 美工刀, 钢",286.02,3,0.4,-76.43999999999997
9143,US-2016-4800042,2016-04-04,2016-04-05,一级,龙娜-18535,龙娜,公司,盐城,江苏,中国,华东,技术-复印-10000491,技术,复印机,"惠普 传真机, 彩色",3375.4559999999997,4,0.4,55.776000000000295
9144,CN-2018-1893791,2018-12-29,2019-01-02,标准级,邓实-20245,邓实,消费者,南宁,广西,中国,中南,办公用-装订-10001505,办公用品,装订机,"Cardinal 孔加固材料, 回收",53.2,2,0.0,25.48
9145,CN-2018-1893791,2018-12-29,2019-01-02,标准级,邓实-20245,邓实,消费者,南宁,广西,中国,中南,办公用-用品-10001494,办公用品,用品,"Kleencut 美工刀, 钢",794.4999999999999,5,0.0,190.40000000000003
9146,CN-2015-1564715,2015-11-22,2015-11-24,二级,邓惠-14470,邓惠,消费者,鄂州,湖北,中国,中南,办公用-收纳-10002846,办公用品,收纳具,"Rogers 搁板, 工业",292.17999999999995,1,0.0,5.739999999999999
9147,CN-2015-1564715,2015-11-22,2015-11-24,二级,邓惠-14470,邓惠,消费者,鄂州,湖北,中国,中南,办公用-装订-10002432,办公用品,装订机,"Avery 打孔机, 耐用",575.652,7,0.4,-365.148
9148,CN-2015-1564715,2015-11-22,2015-11-24,二级,邓惠-14470,邓惠,消费者,鄂州,湖北,中国,中南,办公用-装订-10004876,办公用品,装订机,"Avery 标签, 实惠",106.344,6,0.4,17.304000000000002
9149,CN-2015-1564715,2015-11-22,2015-11-24,二级,邓惠-14470,邓惠,消费者,鄂州,湖北,中国,中南,家具-椅子-10003884,家具,椅子,"Hon 扶手椅, 可调",3860.891999999999,3,0.4,-2059.428
9150,CN-2015-4644475,2015-08-02,2015-08-07,标准级,袁岱-11905,袁岱,小型企业,盐城,江苏,中国,华东,办公用-信封-10000832,办公用品,信封,"Ames 商业信封, 红色",339.36,4,0.0,108.08
9151,CN-2017-5667067,2017-11-06,2017-11-12,标准级,冯丽-17350,冯丽丽,消费者,西安,陕西,中国,西北,办公用-收纳-10003464,办公用品,收纳具,"Rogers 盘, 金属",850.5,3,0.0,365.4
9152,CN-2017-5667067,2017-11-06,2017-11-12,标准级,冯丽-17350,冯丽丽,消费者,西安,陕西,中国,西北,家具-用具-10003276,家具,用具,"Tenex 分层置放架, 优质",1001.6999999999999,9,0.0,480.06000000000006
9153,CN-2017-5667067,2017-11-06,2017-11-12,标准级,冯丽-17350,冯丽丽,消费者,西安,陕西,中国,西北,办公用-收纳-10004747,办公用品,收纳具,"Eldon 文件夹, 单宽度",238.14,3,0.0,76.02
9154,CN-2017-5667067,2017-11-06,2017-11-12,标准级,冯丽-17350,冯丽丽,消费者,西安,陕西,中国,西北,办公用-信封-10001656,办公用品,信封,"Cameo 外皮和封条, 红色",229.04,2,0.0,45.64
9155,CN-2015-1232384,2015-08-22,2015-08-22,当日,巩德-12070,巩德,小型企业,虢镇,陕西,中国,西北,技术-复印-10001101,技术,复印机,"夏普 无线传真机, 红色",1652.56,1,0.0,495.73999999999995
